State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Public Library Definition,Legal Basis,Administrative Structure,Interlibrary Relationship,Service Population,Service Population Without Duplicates,Central Libraries,Branch Libraries,Bookmobiles,MLS Librarians,Librarians,Employees,Total Staff,Local Government Operating Revenue,State Government Operating Revenue,Federal Government Operating Revenue,Other Operating Revenue,Total Operating Revenue,Salaries,Benefits,Total Staff Expenditures,Print Collection Expenditures,Digital Collection Expenditures,Other Collection Expenditures,Total Collection Expenditures,Other Operating Expenditures,Total Operating Expenditures,Local Government Capital Revenue,State Government Capital Revenue,Federal Government Capital Revenue,Other Capital Revenue,Total Capital Revenue,Total Capital Expenditures,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Downloadable Video,Local Cooperative Agreements,State Licensed Databases,Total Licensed Databases,Print Subscriptions,Hours Open,Library Visits,Reference Transactions,Registered Users,Circulation Transactions,Interlibrary Loans Provided,Interlibrary Loans Received,Library Programs,Children’s Programs,Young Adult Programs,Library Program Audience,Children’s Program Audience,Young Adult Program Audience,Public Internet Computers,Internet Computer Use,Wireless Internet Sessions,Start Date,End Date
MN,MN9028,2015,ST. PETER PUBLIC LIBRARY,601 SOUTH WASHINGTON AVENUE,SAINT PETER,56082,-93.9649524,44.32394,27,103,NICOLLET,33093,Y,CI,SO,ME,19487,18395,1,0,0,0,2,7,9,284191,0,0,117510,401701,166531,45348,211879,32060,0,14200,46260,113468,371607,0,0,0,0,0,0,44249,20251,2384,791,3684,0,0,48,48,149,2688,51894,8551,6377,101303,1193,602,372,358,0,5437,5010,0,13,14442,-1,01/01/2014,12/31/2014
MN,MN9030,2015,SIBLEY COUNTY LIBRARY,400 COURT AVE,GAYLORD,55334,-94.2206289,44.5555344,27,143,SIBLEY,14918,Y,CO,MA,ME,15479,14611,0,5,0,0,4.21,3.13,7.34,492561,0,0,0,492561,235237,32267,267504,39458,0,10321,49779,139204,456487,0,0,0,0,0,0,57994,20251,4121,961,11779,0,0,48,48,241,9942,80274,4520,5214,137751,17127,19980,489,314,17,7672,5869,108,50,18996,-1,01/01/2014,12/31/2014
MN,MN9035,2015,SPRING GROVE PUBLIC LIBRARY,172 WEST MAIN,SPRING GROVE,55974,-91.638739,43.560785,27,55,HOUSTON,18738,Y,CI,SO,ME,3793,3580,1,0,0,0,1.25,0.5,1.75,118630,0,0,23333,141963, , , ,8474,0,1526,10000, ,117941,0,0,0,0,0,0,16683,25827,289,1883,1257,0,7,48,55,25,1858,21436,371,1536,17514,2586,3669,35,17,1,906,437,0,7,3392,-1,01/01/2014,12/31/2014
MN,MN9036,2015,HOUSTON PUBLIC LIBRARY,202 EAST CEDAR STREET,HOUSTON,55943,-91.5678187,43.7632132,27,55,HOUSTON,18738,Y,CI,SO,ME,3375,3186,1,0,0,0,0.75,0.25,1,75904,0,0,13830,89734, , , ,5176,0,2155,7331, ,82410,0,0,0,0,0,273,19905,25827,230,1883,2670,0,7,48,55,0,1582,19863,4882,949,30894,4454,4752,179,76,0,2486,1910,0,6,2028,-1,01/01/2014,12/31/2014
MO,MO0001,2015,APPLETON CITY PUBLIC LIBRARY,105 W FOURTH ST,APPLETON CITY,64724,-94.028086,38.1905345,29,185,ST. CLAIR,9457,Y,LD,SO,NO,1127,1127,1,0,0,0,0.38,0.35,0.73,16275,1807,0,23428,41510, , , ,1074,0,90,1164, ,35620,0,0,0,0,0,0,21482,0,104,0,904,0,0,12,12,0,1352,2040,72,355,2936,0,400,40,36,0,287,162,0,4,206,-1,07/01/2013,06/30/2014
MO,MO0002,2015,BETHANY PUBLIC LIBRARY,101 N 15TH ST,BETHANY,64424,-94.0356077,40.2687882,29,81,HARRISON,8639,Y,CI,SO,ME,3292,3292,1,0,0,0,0.8,0.83,1.63,57144,2228,0,7217,66589, , , ,9005,1799,980,11784, ,85441,0,0,0,0,0,0,34397,0,627,0,1852,0,0,0,0,23,1612,14294,34,3633,28660,0,6,20,20,0,248,248,0,4,2375,108,04/01/2013,03/31/2014
MO,MO0004,2015,CONSOLIDATED LIBRARY DISTRICT NO. 3,15616 E US HIGHWAY 24,INDEPENDENCE,64050,-94.39049,39.111951,29,95,JACKSON,683191,Y,LD,MA,NO,762446,762446,0,31,0,41,46,506.99,552.99,39639617,434948,403445,1162893,41640903,17121675,7860225,24981900,3222624,2952650,1233720,7408994,12293883,44684777,0,0,0,216895,216895,466879,2622911,80017,227257,22820,197492,4500,263,12,275,6553,102926,4292554,189558,510888,8913270,21772,58581,11066,6850,1080,407980,309770,44925,481,761591,230844,07/01/2013,06/30/2014
MO,MO0006,2015,DESLOGE PUBLIC LIBRARY,209 N DESLOGE DR,DESLOGE,63601,-90.526999,37.872562,29,187,ST. FRANCOIS,65960,Y,CI,SO,NO,5054,5054,1,0,0,0,1.4,0,1.4,56834,4191,1095,20000,82120, , , ,12070,1800,1080,14950, ,78381,0,0,0,0,0,2580,8800,0,805,0,37,0,0,0,0,45,1820,8890,588,4020,9423,0,0,36,35,1,67,60,7,7,3055,-1,07/01/2013,06/30/2014
MO,MO0007,2015,KELLER PUBLIC LIBRARY OF DEXTER,402 W GRANT ST,DEXTER,63841,-89.9628722,36.7889232,29,207,STODDARD,29867,Y,LD,SO,ME,7864,7864,1,0,0,0.53,2.9,0,2.9,157499,6137,1587,13592,178815,77275,20006,97281,24570,2800,5791,33161,44452,174894,0,0,0,0,0,0,43530,27,483,3,646,0,0,12,12,30,2080,45660,260,11656,36722,329,323,55,41,0,2990,2816,0,12,6408,1600,07/01/2013,06/30/2014
MO,MO0009,2015,LEWIS LIBRARY OF GLASGOW,315 MARKET ST,GLASGOW,65254,-92.8445832,39.2261149,29,89,HOWARD,10159,Y,LD,SO,NO,1103,1103,1,0,0,0,0.65,0.05,0.7,32874,2245,60,4817,39996, , , ,13075,1956,3226,18257, ,34609,0,0,0,0,0,0,27033,0,342,0,421,235,0,12,12,19,1352,7321,1104,1577,9355,9,26,8,8,0,348,348,0,9,3824,-1,07/01/2013,06/30/2014
MO,MO0010,2015,HAMILTON PUBLIC LIBRARY,312 N DAVIS ST,HAMILTON,64644,-93.9981058,39.7443997,29,25,CALDWELL,9034,Y,LD,SO,ME,1809,1809,1,0,0,0,1.13,0,1.13,40640,2293,1994,4389,49316, , , ,4030,1922,0,5952, ,47228,0,0,0,0,0,0,14393,0,0,0,794,0,0,12,12,1,2314,6864,561,1168,9057,0,69,18,18,0,221,221,0,7,3068,-1,07/01/2013,06/30/2014
MO,MO0011,2015,WRIGHT COUNTY LIBRARY,125 COURT SQUARE,HARTVILLE,65667,-92.5107002,37.2500786,29,229,WRIGHT,18291,Y,LD,MO,NO,18815,18815,1,2,0,0,6.9,0,6.9,244281,33914,0,12677,290872,142670,21076,163746,42513,0,2905,45418,81552,290716,0,0,0,0,0,0,89805,0,1471,0,2297,0,0,12,12,69,6864,58679,4074,15853,89805,86,1,64,40,4,2090,1485,80,20,10543,857,01/01/2013,12/31/2013
MO,MO0012,2015,HAYTI CONRAN MEMORIAL LIBRARY,302 E MAIN ST,HAYTI,63851,-89.7490853,36.2320992,29,155,PEMISCOT,17650,Y,LD,SO,NO,2939,2939,1,0,0,0,0.88,0,0.88,42779,2781,0,160,45720, , , ,3634,0,288,3922, ,30248,0,0,0,0,0,15897,21705,0,160,0,418,0,0,12,12,12,1505,7069,302,1286,5014,0,0,2,2,0,361,361,0,7,2673,780,07/01/2013,06/30/2014
MO,MO0014,2015,KANSAS CITY PUBLIC LIBRARY,913 BALTIMORE AVE,KANSAS CITY,64105,-94.584182,39.103101,29,95,JACKSON,683191,Y,LD,MA,ME,218765,218765,1,9,0,20.3,27.9,151.57,179.47,15845683,159383,267541,2843284,19115891,8585974,2073309,10659283,1153047,426838,240446,1820331,6873240,19352854,0,0,0,500,500,0,673836,24573,56874,8382,62212,368,74,12,86,1346,29848,2292557,246547,214433,2073836,12127,2184,5392,2586,1112,160314,83322,22271,320,835966,122901,07/01/2013,06/30/2014
MO,MO0015,2015,ADAIR COUNTY PUBLIC LIBRARY,ONE LIBRARY LANE,KIRKSVILLE,63501,-92.573133,40.199925,29,1,ADAIR,25602,Y,LD,SO,ME,25607,25607,1,0,0,1,1,5.93,6.93,390590,29556,291,47548,467985,205689,62454,268143,60956,10638,17060,88654,73556,430353,0,0,0,0,0,0,54102,0,2807,0,2769,0,4,12,16,82,2288,88299,30316,9016,220481,421,344,344,282,6,12792,11421,117,27,10424,-1,01/01/2013,12/31/2013
MO,MO0016,2015,LOCKWOOD PUBLIC LIBRARY,721 S MAIN ST,LOCKWOOD,65682,-93.953233,37.385218,29,57,DADE,7628,Y,LD,SO,NO,923,923,1,0,0,0,0.7,0,0.7,12618,1767,0,840,15225, , , ,3138,0,0,3138, ,24019,0,0,0,0,0,0,7777,0,299,0,625,0,0,0,0,7,1456,2705,307,335,10407,0,0,4,4,0,138,138,0,6,1125,-1,07/01/2013,06/30/2014
MO,MO0017,2015,MAPLEWOOD PUBLIC LIBRARY,7550 LOHMEYER AVE,MAPLEWOOD,63143,-90.325056,38.614862,29,189,ST. LOUIS,1001876,Y,LD,SO,ME,8046,8046,1,0,0,1,2,4.9,6.9,483285,6814,5278,14517,509894,244150,56124,300274,52636,3066,10716,66418,121985,488677,249013,0,0,0,249013,209137,40203,0,1737,0,2670,0,0,12,12,50,3432,38438,3651,6771,91390,20936,10339,273,61,2,3070,1443,156,12,16958,-1,07/01/2013,06/30/2014
MO,MO0018,2015,MARCELINE CARNEGIE LIBRARY,119 E CALIFORNIA AVE,MARCELINE,64658,-92.9494063,39.716049,29,115,LINN,12311,Y,LD,SO,NO,2233,2233,1,0,0,0,1.58,0,1.58,49791,1624,5492,6269,63176, , , ,5741,0,0,5741, ,65033,0,0,0,0,0,0,18635,0,190,0,91,0,0,12,12,10,2193,11580,10225,1690,17144,9,261,58,45,0,2120,1875,0,6,2080,200,01/01/2013,12/31/2013
MO,MO0019,2015,MONTGOMERY CITY PUBLIC LIBRARY,224 N ALLEN ST,MONTGOMERY CITY,63361,-91.5061271,38.9772037,29,139,MONTGOMERY,11841,Y,LD,SO,ME,2834,2834,1,0,0,0,1,1.5,2.5,163383,3315,7987,14047,188732,73239,19976,93215,17630,1750,1852,21232,62046,176493,0,0,0,0,0,0,24293,0,787,0,1047,0,0,12,12,61,2860,24799,1570,2674,45790,146,187,112,94,3,1604,1431,35,17,10966,705,07/01/2013,06/30/2014
MO,MO0020,2015,SPRINGFIELD-GREENE COUNTY LIBRARY DISTRICT,4653 S CAMPBELL AVE,SPRINGFIELD,65810,-93.2965017,37.1301698,29,77,GREENE,285865,Y,LD,MO,ME,275174,275174,1,9,1,7,12,170.48,182.48,11427253,231552,184709,1015693,12859207,5796803,1526442,7323245,1192377,353201,429649,1975227,3385319,12683791,0,0,0,0,0,17385,428018,4506,56930,3209,51711,409,36,12,48,1250,36179,1877265,191876,200353,3631498,20112,31563,6602,3887,563,139530,104204,13561,283,501827,179928,07/01/2013,06/30/2014
MO,MO0021,2015,MOUNTAIN VIEW PUBLIC LIBRARY,125 S OAK ST,MOUNTAIN VIEW,65548,-91.7024686,36.9952067,29,91,HOWELL,40173,Y,CI,SO,ME,2719,2719,1,0,0,0,1,2.7,3.7,163980,3060,60,7300,174400,82627,25278,107905,12465,800,1800,15065,18118,141088,0,0,0,0,0,0,23876,55,700,0,2000,0,0,12,12,42,2444,75300,20,6541,60224,317,250,58,58,0,625,625,0,10,13825,25100,07/01/2013,06/30/2014
MO,MO0023,2015,OREGON PUBLIC LIBRARY,103 S WASHINGTON ST,OREGON,64473,-95.1447477,39.987146,29,87,HOLT,4516,Y,LD,SO,ME,857,857,1,0,0,0,0.63,0,0.63,29315,1747,0,518,31580, , , ,4972,0,0,4972, ,18485,0,0,0,0,0,0,8728,0,105,0,102,0,0,12,12,19,1300,3250,2285,1653,2285,0,107,32,7,24,172,76,72,6,538,5,07/01/2013,06/30/2014
MO,MO0024,2015,MARION COUNTY LIBRARY SUB-DISTRICT #1,212 S. MAIN ST.,PALMYRA,63461,-91.5230366,39.7986098,29,127,MARION,28920,Y,LD,SO,NO,6732,6732,1,0,0,1,1,2.75,3.75,162317,1798,2961,4000,171076,85740,6559,92299,44699,0,48653,93352,7200,192851,0,0,0,0,0,0,26692,0,752,0,552,0,0,12,12,4,2210,22369,230,3211,54178,206,321,122,105,5,2931,2689,122,5,12565,-1,01/01/2013,12/31/2013
MO,MO0025,2015,PIEDMONT PUBLIC LIBRARY,118 W GREEN ST,PIEDMONT,63957,-90.6952061,37.1555279,29,223,WAYNE,13452,Y,LD,SO,NO,1977,1977,1,0,0,0,1,2.05,3.05,95813,2472,0,4703,102988,58054,19394,77448,9711,0,666,10377,15163,102988,0,0,0,0,0,0,16447,0,676,0,822,0,0,12,12,16,2964,13810,237,3374,31264,0,0,3,3,0,67,67,0,5,2644,-1,07/01/2013,06/30/2014
MO,MO0027,2015,RICH HILL MEMORIAL LIBRARY,514 E WALNUT ST,RICH HILL,64779,-94.3638117,38.0975148,29,13,BATES,16584,Y,LD,SO,NO,1396,1396,1,0,0,0.5,0.5,0,0.5,15685,1205,0,2179,19069, , , ,6053,0,85,6138, ,20108,0,0,0,0,0,0,15256,0,165,0,320,0,0,12,12,17,1040,4100,198,1025,11292,0,0,20,8,0,311,203,0,2,802,-1,01/01/2013,12/31/2013
MO,MO0028,2015,SARCOXIE PUBLIC LIBRARY,506 CENTER ST,SARCOXIE,64862,-94.1161486,37.0689242,29,97,JASPER,117543,Y,CI,SO,NO,1330,1330,1,0,0,0,1.5,0,1.5,53962,1172,0,6066,61200, , , ,1400,0,0,1400, ,45648,0,0,0,0,0,0,22440,0,217,0,104,0,0,12,12,2,2548,11460,650,1189,7569,80,73,9,9,0,190,190,0,8,5555,441,01/01/2013,12/31/2013
MO,MO0029,2015,SLATER PUBLIC LIBRARY,201 N MAIN ST,SLATER,65349,-93.061246,39.220843,29,195,SALINE,23347,Y,LD,SO,NO,1856,1856,1,0,0,0,0.38,0,0.38,31050,1435,0,200,32685, , , ,3670,0,0,3670, ,27314,0,0,0,0,0,0,18851,0,250,0,59,0,0,0,0,12,780,3200,520,830,7671,0,0,0,0,0,0,0,0,3,1043,-1,01/01/2013,12/31/2013
MO,MO0030,2015,CITY OF ST. LOUIS MUNICIPAL LIBRARY DISTRICT,1415 OLIVE ST,ST. LOUIS,63103,-90.2005087,38.6303258,29,510,ST. LOUIS CITY,317419,Y,LD,MA,NO,319294,319294,1,16,3,44,44,302.53,346.53,25749330,264233,15000,747159,26775722,10808941,3547803,14356744,1623547,862555,385835,2871937,4263712,21492393,0,0,0,0,0,6230504,2738658,9387,86581,5478,43588,500,45,12,57,6206,49084,2252873,317988,93662,1960597,4913,3191,7345,3832,595,165320,115437,6014,312,267204,-1,10/01/2012,09/30/2013
MO,MO0033,2015,MORGAN COUNTY LIBRARY,600 N HUNTER ST,VERSAILLES,65084,-92.8449368,38.4377397,29,141,MORGAN,20240,Y,LD,SO,NO,20565,20565,1,0,0,0,4.75,0.38,5.13,339207,25343,0,6886,371436,115064,42361,157425,34229,0,7740,41969,70219,269613,0,0,0,0,0,0,32951,0,1980,0,5199,0,0,0,0,57,1976,75000,3120,8884,63838,0,120,64,52,0,3316,3220,0,9,7329,1056,01/01/2013,12/31/2013
MO,MO0034,2015,DANIEL BOONE REGIONAL LIBRARY,100 W BROADWAY,COLUMBIA,65203,-92.339644,38.95156,29,19,BOONE,172717,Y,LD,MO,ME,203190,203190,1,2,2,16,16,108,124,8998752,103973,33926,369738,9506389,4302970,1098842,5401812,777915,417745,291938,1487598,1902976,8792386,0,0,0,0,0,0,423108,29173,59214,5747,31117,0,55,12,67,781,11518,835958,274752,113237,2282744,5029,4249,1692,934,33,49573,39934,867,115,186545,102236,01/01/2013,12/31/2013
MO,MO0035,2015,SAINT CHARLES CITY-COUNTY LIBRARY DISTRICT,77 BOONE HILLS DR,ST. PETERS,63376,-90.5985818,38.7845996,29,183,ST. CHARLES,379493,Y,LD,MA,NO,360485,360485,0,12,0,25.6,60.6,145,205.6,16865656,230243,29636,1120714,18246249,8818761,1972637,10791398,1442095,839752,820822,3102669,3238657,17132724,0,0,0,0,0,125127,800205,44753,86609,15696,111181,0,98,12,110,2409,37072,1949691,645171,139420,7386264,7032,3030,3590,2164,265,116859,98908,4109,281,275467,-1,07/01/2013,06/30/2014
MO,MO0036,2015,SAINT LOUIS COUNTY LIBRARY,1640 S LINDBERGH BLVD,ST. LOUIS,63131,-90.405747,38.630361,29,189,ST. LOUIS,1001876,Y,LD,MO,ME,859148,859148,1,19,8,14.4,203.4,285,488.4,45768906,451894,345643,1651133,48217576,17661672,6340297,24001969,3194166,1298156,1872841,6365163,6145649,36512781,0,0,0,0,0,890379,1490360,34297,110908,13494,175997,1212,208,12,220,5191,75155,6177831,535132,615303,14975700,9870,15639,24115,7525,1393,589692,401689,49286,504,1378798,351275,01/01/2013,12/31/2013
MO,MO0037,2015,UNIVERSITY CITY PUBLIC LIBRARY,6701 DELMAR BLVD,UNIVERSITY CITY,63130,-90.309301,38.656399,29,189,ST. LOUIS,1001876,Y,LD,SO,ME,35371,35371,1,0,0,5.5,5.5,21.83,27.33,1566292,25882,34909,143197,1770280,959215,267683,1226898,166810,30695,45416,242921,466963,1936782,0,0,0,0,0,0,184270,6831,17640,0,10433,0,5,12,17,298,3744,265489,27915,37187,448797,33640,28359,451,305,56,14870,10318,2534,49,45038,3967,07/01/2013,06/30/2014
MO,MO0038,2015,BARRY-LAWRENCE REGIONAL LIBRARY,213 SIXTH ST,MONETT,65708,-93.9210028,36.9216157,29,9,BARRY,35662,Y,LD,MO,NO,74231,74231,1,9,0,1,21.48,10.63,32.11,1326580,89617,1395,149388,1566980,777552,160737,938289,122257,8335,23156,153748,395966,1488003,0,0,0,0,0,22596,191146,0,4472,0,17649,0,1,12,13,180,22880,296374,159185,45453,450018,1104,1237,1427,1006,109,23266,19595,832,51,59974,5923,07/01/2013,06/30/2014
MO,MO0039,2015,BOONSLICK REGIONAL LIBRARY,219 W THIRD ST,SEDALIA,65301,-93.2294029,38.7086276,29,159,PETTIS,42225,Y,LD,MO,ME,58748,58748,0,4,1,1.25,5.35,14.35,19.7,1175098,68677,0,68337,1312112,485748,52757,538505,143538,27832,35968,207338,345819,1091662,0,0,0,0,0,67083,192330,0,5829,0,6408,0,14,12,26,154,10820,454730,31817,23512,432374,1738,670,608,488,26,5223,3689,147,82,52407,9887,07/01/2013,06/30/2014
MO,MO0040,2015,CASS COUNTY PUBLIC LIBRARY,400 E MECHANIC ST,HARRISONVILLE,64701,-94.346214,38.653083,29,37,CASS,100889,Y,LD,MO,ME,99478,99478,0,7,1,1,6.9,27.7,34.6,2046807,50880,1011,51764,2150462,1103627,305065,1408692,186466,31988,34922,253376,647024,2309092,0,0,0,0,0,0,176950,0,5393,0,17223,0,11,12,23,85,17628,350720,45760,70105,548838,4166,1374,1204,838,34,31658,26226,522,132,72305,8817,01/01/2013,12/31/2013
MO,MO0041,2015,JOPLIN PUBLIC LIBRARY,300 S MAIN ST,JOPLIN,64801,-94.5133039,37.0886118,29,97,JASPER,117543,Y,LD,SO,ME,48109,48109,1,0,0,7,7,22.05,29.05,1871375,19213,47670,214130,2152388,921706,281561,1203267,135208,32638,32952,200798,422909,1826974,0,0,0,0,0,0,88018,6820,10608,0,7568,0,27,12,39,243,3432,327471,35254,29573,406369,1160,1939,363,221,89,12721,8469,1698,28,41865,17331,11/01/2013,10/31/2014
MO,MO0043,2015,STONE COUNTY LIBRARY,322 W STATE HIGHWAY 248,GALENA,65656,-93.467817,36.806147,29,209,STONE,31104,Y,LD,MO,NO,32202,32202,1,1,1,0,1,4.81,5.81,528621,16101,0,9715,554437,177090,19821,196911,34839,3120,2617,40576,15928,253415,157014,0,0,0,157014,27095,57463,8,1529,0,2140,0,2,12,14,36,6630,20715,2507,5829,25036,1290,527,11,7,0,384,84,0,9,6106,-1,01/01/2013,12/31/2013
MO,MO0044,2015,NEOSHO/NEWTON COUNTY LIBRARY,201 W SPRING ST,NEOSHO,64850,-94.3697526,36.8697462,29,145,NEWTON,58598,Y,LD,MO,ME,53960,53960,1,1,0,1,1,10.5,11.5,649026,27487,33795,3650,713958,310572,92505,403077,78918,500,12855,92273,207170,702520,0,0,0,0,0,0,67848,0,2490,0,5038,0,1,12,13,63,5408,105387,2220,23633,257127,263,330,168,149,13,1691,1567,89,20,19131,13354,01/01/2013,12/31/2013
MO,MO0045,2015,TRAILS REGIONAL LIBRARY,432 N HOLDEN ST,WARRENSBURG,64093,-93.740182,38.767131,29,101,JOHNSON,54362,Y,LD,MO,ME,81482,81482,0,8,0,4,12.5,28.75,41.25,2561736,52707,21850,54675,2690968,1400504,389799,1790303,168477,20379,43792,232648,605632,2628583,0,0,0,0,0,206671,144306,0,4525,0,5628,236,4,12,16,150,19729,170000,57454,10178,318131,2226,4669,931,553,126,12222,6674,347,75,59076,-1,07/01/2013,06/30/2014
MO,MO0046,2015,ATCHISON COUNTY LIBRARY,200 S MAIN ST,ROCK PORT,64482,-95.5148491,40.4124876,29,5,ATCHISON,5382,Y,LD,MO,NO,5685,5685,1,2,0,0.83,4,0.48,4.48,354583,7083,0,9918,371584,200509,15935,216444,30672,1335,8399,40406,76015,332865,0,0,0,0,0,0,46175,0,1017,0,3975,0,1,12,13,111,5174,23813,1127,3083,44403,531,284,52,52,0,676,676,0,10,1523,-1,01/01/2013,12/31/2013
MO,MO0047,2015,BROOKFIELD PUBLIC LIBRARY,102 E BOSTON ST,BROOKFIELD,64628,-93.0741157,39.7858058,29,115,LINN,12311,Y,LD,SO,NO,4542,4542,1,0,0,0,3.2,0.15,3.35,149475,4304,5457,8444,167680,85463,21413,106876,21127,6011,5138,32276,32865,172017,0,0,0,0,0,0,25811,58,536,233,896,0,3,12,15,44,2392,28895,2888,3280,31298,224,140,16,10,2,293,208,10,18,7136,440,07/01/2013,06/30/2014
MO,MO0048,2015,MUNICIPAL LIBRARY DISTRICT OF THE CITY OF CAPE GIRARDEAU,711 N CLARK ST,CAPE GIRARDEAU,63701,-89.547154,37.31464,29,31,CAPE GIRARDEAU,78043,Y,LD,SO,ME,35549,35549,1,0,0,2,3,15.75,18.75,857660,22858,27663,70078,978259,527653,127633,655286,90080,13986,20709,124775,300191,1080252,782691,0,0,0,782691,98618,86516,232,6584,0,5971,235,6,12,18,135,3536,182500,10168,25104,227345,559,1272,526,416,25,17014,15334,313,28,36982,13200,07/01/2013,06/30/2014
MO,MO0049,2015,DAVIESS COUNTY LIBRARY,306 W GRAND ST,GALLATIN,64640,-93.9636662,39.9145175,29,61,DAVIESS,8297,Y,LD,MO,ME,8433,8433,1,1,0,0,1,3.13,4.13,196567,15570,7060,8994,228191,116172,25026,141198,9769,1500,1987,13256,49256,203710,0,0,0,0,0,0,37921,0,999,0,1240,0,2,12,14,53,2054,30316,1001,5127,54738,421,322,125,49,58,1046,529,350,21,4005,205,01/01/2013,12/31/2013
MO,MO0050,2015,GENTRY COUNTY LIBRARY,304 N PARK ST,STANBERRY,64489,-94.5414374,40.2152649,29,75,GENTRY,6826,Y,LD,MO,ME,5008,5008,1,0,1,0,1,2.5,3.5,154805,6188,12684,18756,192433,90222,22972,113194,13970,1902,1797,17669,71083,201946,0,0,0,0,0,0,26165,0,507,0,1656,0,0,12,12,36,2210,50932,3429,3751,53631,90,143,225,96,14,6528,4116,839,12,36738,-1,01/01/2013,12/31/2013
MO,MO0051,2015,HANNIBAL FREE PUBLIC LIBRARY,200 S FIFTH ST,HANNIBAL,63401,-91.3585292,39.7073983,29,127,MARION,28920,Y,LD,SO,ME,17916,17916,1,0,0,2,2,7.93,9.93,770991,12112,10819,31378,825300,348836,137751,486587,65618,9574,9417,84609,227914,799110,0,0,0,0,0,0,82591,0,2252,0,1980,0,6,12,18,110,2704,66743,4858,11349,103081,907,103,362,184,47,10136,6290,1131,24,17688,-1,07/01/2013,06/30/2014
MO,MO0052,2015,GRUNDY COUNTY-JEWETT NORRIS LIBRARY,1331 MAIN ST,TRENTON,64683,-93.6175518,40.0778719,29,79,GRUNDY,10197,Y,LD,SO,ME,10261,10261,1,0,0,0,4.29,0.5,4.79,217220,18657,0,57290,293167,112072,8743,120815,21127,5782,6519,33428,70511,224754,15745,0,0,0,15745,15745,36195,0,686,0,6893,0,6,12,18,46,2496,44641,1751,4293,69472,1087,217,80,58,15,1126,920,150,21,20786,1076,01/01/2013,12/31/2013
MO,MO0053,2015,LITTLE DIXIE REGIONAL LIBRARIES,111 N FOURTH ST,MOBERLY,65270,-92.4403678,39.4188861,29,175,RANDOLPH,25072,Y,LD,MO,ME,32334,32334,1,3,0,1,3,14.55,17.55,1228997,33663,18444,9933,1291037,409844,166551,576395,154937,39294,52814,247045,299055,1122495,0,0,0,0,0,0,169618,75,4907,2340,9991,273,26,12,38,325,8086,205210,3120,22293,194500,5557,4829,623,374,31,8842,4452,520,37,29361,7240,01/01/2013,12/31/2013
MO,MO0054,2015,LIVINGSTON COUNTY LIBRARY,450 LOCUST ST,CHILLICOTHE,64601,-93.5525274,39.7916714,29,117,LIVINGSTON,15053,Y,LD,SO,ME,15195,15195,1,0,0,1,2,8.5,10.5,453573,15335,2000,81153,552061,267558,58318,325876,38078,15243,10247,63568,98301,487745,0,0,0,0,0,0,43113,0,2679,357,2845,0,5,12,17,64,2860,47580,19500,5197,130513,452,1891,259,123,4,7581,5562,165,17,13752,3900,01/01/2013,12/31/2013
MO,MO0055,2015,MARYVILLE PUBLIC LIBRARY,509 N MAIN ST,MARYVILLE,64468,-94.8728635,40.3501622,29,147,NODAWAY,23081,Y,LD,SO,ME,11972,11972,1,0,0,1,1,4.68,5.68,210743,7866,7130,54419,280158,126525,32235,158760,20227,3250,1701,25178,101457,285395,0,0,0,0,0,3272,46744,0,1201,0,1171,0,1,12,13,37,2652,38676,12,6093,78870,432,81,116,90,20,1489,1258,153,9,9780,1117,10/01/2013,09/30/2014
MO,MO0056,2015,MISSISSIPPI COUNTY LIBRARY DISTRICT,105 E MARSHALL ST,CHARLESTON,63834,-89.3491761,36.9209178,29,133,MISSISSIPPI,14232,Y,LD,MO,NO,14358,14358,1,1,0,0,2.4,3.83,6.23,296070,25903,0,37276,359249,174360,26887,201247,30455,3947,10868,45270,138864,385381,0,0,0,0,0,0,38404,0,968,0,2444,0,3,12,15,55,4940,63600,2325,9828,26190,140,230,10,9,0,570,260,0,19,13967,-1,01/01/2013,12/31/2013
MO,MO0057,2015,MERCER COUNTY LIBRARY,601 W GRANT ST,PRINCETON,64673,-93.5874763,40.4004631,29,129,MERCER,3719,Y,LD,SO,ME,3785,3785,1,0,0,0,3.05,0.08,3.13,118994,4801,966,1652,126413,62872,5208,68080,9149,1035,1112,11296,22390,101766,0,0,0,4160,4160,5041,20498,0,345,0,1196,0,0,12,12,22,2392,21743,20257,2469,31176,185,308,89,36,31,881,417,334,9,2340,312,01/01/2013,12/31/2013
MO,MO0058,2015,NORTH KANSAS CITY PUBLIC LIBRARY,2251 HOWELL ST,NORTH KANSAS CITY,64116,-94.572583,39.144766,29,47,CLAY,233682,Y,LD,SO,ME,4208,4208,1,0,0,0,1,10.9,11.9,921440,7064,28264,52500,1009268,343261,118976,462237,97217,26950,20208,144375,369388,976000,0,0,0,0,0,0,60754,2611,2021,259,5757,273,14,12,26,65,3998,188728,2959,14907,172181,20707,16909,260,164,0,7513,5329,0,32,37182,-1,10/01/2013,09/30/2014
